Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018
0500000US19039,19039,"Clarke County, Iowa",9286,9286,9320,9318,9341,9246,9195,9210,9250,9331,9423
0500000US19041,19041,"Clay County, Iowa",16667,16667,16635,16595,16539,16440,16485,16497,16296,16153,16134
0500000US19043,19043,"Clayton County, Iowa",18129,18128,18081,18017,17946,17795,17771,17727,17657,17650,17556
0500000US19045,19045,"Clinton County, Iowa",49116,49117,49097,49093,48698,48279,47894,47550,47228,46902,46518
0500000US19047,19047,"Crawford County, Iowa",17096,17096,17170,17218,17301,17364,17172,17095,17118,17119,17158
0500000US19049,19049,"Dallas County, Iowa",66135,66138,66748,69687,72232,74952,77742,80618,84257,87215,90180
0500000US19051,19051,"Davis County, Iowa",8753,8753,8775,8769,8706,8767,8755,8776,8884,8991,9017
0500000US19053,19053,"Decatur County, Iowa",8457,8457,8419,8247,8239,8216,8208,8132,8045,7943,7890
0500000US19055,19055,"Delaware County, Iowa",17764,17770,17763,17629,17565,17471,17392,17389,17280,17158,17069
0500000US19057,19057,"Des Moines County, Iowa",40325,40325,40241,40061,40225,40390,40092,39860,39588,39320,39138
0500000US19059,19059,"Dickinson County, Iowa",16667,16667,16670,16858,16925,16878,16840,17005,17110,17173,17153
0500000US19061,19061,"Dubuque County, Iowa",93653,93643,93927,94580,95155,95942,96483,96884,96782,97009,96854
0500000US19063,19063,"Emmet County, Iowa",10302,10302,10276,10088,9943,9880,9819,9698,9572,9414,9253
0500000US19065,19065,"Fayette County, Iowa",20880,20882,20860,20974,20774,20521,20289,20139,19851,19708,19660
0500000US19067,19067,"Floyd County, Iowa",16303,16295,16311,16094,16089,16026,16001,15910,15857,15761,15761
0500000US19069,19069,"Franklin County, Iowa",10680,10680,10706,10693,10509,10509,10434,10326,10183,10159,10124
0500000US19071,19071,"Fremont County, Iowa",7441,7438,7434,7370,7140,7069,7030,6913,6951,6952,6993
0500000US19073,19073,"Greene County, Iowa",9336,9337,9362,9330,9180,9158,9123,8942,9000,8969,8981
0500000US19075,19075,"Grundy County, Iowa",12453,12453,12465,12479,12440,12343,12391,12404,12286,12322,12304
0500000US19077,19077,"Guthrie County, Iowa",10954,10955,10937,10858,10761,10671,10685,10652,10646,10667,10720
0500000US19079,19079,"Hamilton County, Iowa",15673,15673,15631,15463,15317,15342,15215,15223,15093,15069,14952
0500000US19081,19081,"Hancock County, Iowa",11341,11338,11297,11291,11175,11131,11041,11028,10887,10773,10712
0500000US19083,19083,"Hardin County, Iowa",17534,17534,17543,17374,17357,17388,17331,17256,17173,17007,16868
0500000US19085,19085,"Harrison County, Iowa",14928,14937,14909,14764,14474,14357,14266,14140,14048,14129,14134
0500000US19087,19087,"Henry County, Iowa",20145,20145,20106,20238,19995,20022,19832,19844,19829,20060,20067
0500000US19089,19089,"Howard County, Iowa",9566,9564,9568,9545,9548,9439,9351,9312,9253,9219,9187
0500000US19091,19091,"Humboldt County, Iowa",9815,9814,9793,9781,9722,9676,9635,9550,9519,9578,9547
0500000US19093,19093,"Ida County, Iowa",7089,7089,7067,7044,7043,7073,6970,6961,6954,6856,6841
0500000US19095,19095,"Iowa County, Iowa",16355,16355,16335,16320,16177,16279,16314,16278,16185,16118,16141
0500000US19097,19097,"Jackson County, Iowa",19848,19853,19828,19730,19682,19514,19427,19362,19387,19368,19432
0500000US19099,19099,"Jasper County, Iowa",36842,36842,36813,36617,36574,36729,36882,36740,36703,36985,37147
0500000US19101,19101,"Jefferson County, Iowa",16843,16840,16836,17092,17274,17629,17792,17916,18064,18233,18381
0500000US19103,19103,"Johnson County, Iowa",130882,130882,131339,134066,137096,140160,142745,144931,146858,149213,151260
0500000US19105,19105,"Jones County, Iowa",20638,20636,20689,20739,20597,20517,20542,20444,20424,20684,20744
0500000US19107,19107,"Keokuk County, Iowa",10511,10511,10509,10398,10428,10339,10285,10172,10168,10149,10225
0500000US19109,19109,"Kossuth County, Iowa",15543,15545,15525,15398,15412,15333,15227,15159,15110,14970,14908
0500000US19111,19111,"Lee County, Iowa",35862,35862,35849,35567,35538,35236,35056,34893,34459,34243,34055
0500000US19113,19113,"Linn County, Iowa",211226,211238,211697,214177,215462,216480,218125,220211,222081,224277,225909
0500000US19115,19115,"Louisa County, Iowa",11387,11387,11382,11380,11361,11349,11254,11279,11212,11203,11169
0500000US19117,19117,"Lucas County, Iowa",8898,8900,8898,8878,8777,8695,8633,8607,8552,8550,8645
0500000US19119,19119,"Lyon County, Iowa",11581,11581,11568,11691,11757,11696,11703,11751,11781,11797,11811
0500000US19121,19121,"Madison County, Iowa",15679,15679,15737,15737,15639,15482,15615,15731,15824,16030,16249
0500000US19123,19123,"Mahaska County, Iowa",22381,22382,22408,22498,22399,22422,22365,22308,22172,22197,22000
0500000US19125,19125,"Marion County, Iowa",33309,33307,33224,33267,33272,33012,33270,33111,33143,33105,33407
0500000US19127,19127,"Marshall County, Iowa",40648,40648,40722,41013,41037,41007,40735,40364,40129,40148,39981
0500000US19129,19129,"Mills County, Iowa",15059,15059,15076,15029,14873,14907,14761,14875,15035,15053,15063
0500000US19131,19131,"Mitchell County, Iowa",10776,10776,10792,10707,10715,10667,10698,10675,10642,10570,10569
0500000US19133,19133,"Monona County, Iowa",9243,9242,9248,9238,9091,9032,8899,8868,8790,8746,8679
0500000US19135,19135,"Monroe County, Iowa",7970,7972,7997,8060,8074,7979,7958,7922,7831,7815,7790
0500000US19137,19137,"Montgomery County, Iowa",10740,10740,10690,10631,10539,10404,10382,10151,10128,10111,10003
0500000US19139,19139,"Muscatine County, Iowa",42745,42749,42749,42786,42863,42960,42982,43020,42925,42892,42929
0500000US19141,19141,"O'Brien County, Iowa",14398,14398,14408,14218,14155,14046,14043,13926,13933,13812,13840
0500000US19143,19143,"Osceola County, Iowa",6462,6462,6459,6316,6204,6236,6231,6163,6100,6039,6040
0500000US19145,19145,"Page County, Iowa",15932,15946,15920,15896,15701,15516,15483,15471,15349,15263,15249
0500000US19147,19147,"Palo Alto County, Iowa",9421,9421,9399,9355,9279,9166,9121,9137,9028,9059,8929
0500000US19149,19149,"Plymouth County, Iowa",24986,24984,24974,24816,24830,24932,24912,24903,25192,25091,25095
0500000US19151,19151,"Pocahontas County, Iowa",7310,7310,7289,7203,7142,7112,7097,6964,6849,6840,6740
0500000US19153,19153,"Polk County, Iowa",430640,430632,432362,438721,444676,452687,460977,467526,474579,481086,487204
0500000US19155,19155,"Pottawattamie County, Iowa",93158,93149,93365,93494,92919,92864,93274,93608,93592,93510,93533
0500000US19157,19157,"Poweshiek County, Iowa",18914,18915,18925,18894,18726,18605,18606,18614,18543,18563,18699
0500000US19159,19159,"Ringgold County, Iowa",5131,5130,5113,5048,5027,4971,4961,4976,4985,5029,4968
0500000US19161,19161,"Sac County, Iowa",10350,10350,10354,10221,10160,10030,10046,9965,9812,9796,9719
0500000US19163,19163,"Scott County, Iowa",165224,165223,165274,166614,168341,170206,171317,171927,172223,172692,173283
0500000US19165,19165,"Shelby County, Iowa",12167,12169,12174,11990,12023,11898,11878,11786,11653,11577,11578
0500000US19167,19167,"Sioux County, Iowa",33704,33704,33753,34014,34281,34509,34641,34769,34965,34841,34909
0500000US19169,19169,"Story County, Iowa",89542,89542,89654,91125,91999,93871,95797,96605,96845,97260,98105
0500000US19171,19171,"Tama County, Iowa",17767,17767,17719,17612,17500,17431,17311,17217,17191,17055,16904
0500000US19173,19173,"Taylor County, Iowa",6317,6317,6322,6303,6259,6230,6172,6256,6239,6148,6191
0500000US19175,19175,"Union County, Iowa",12534,12534,12512,12553,12584,12614,12624,12434,12368,12481,12359
0500000US19177,19177,"Van Buren County, Iowa",7570,7571,7577,7513,7448,7435,7391,7297,7241,7164,7020
0500000US19179,19179,"Wapello County, Iowa",35625,35624,35682,35481,35429,35509,35430,35505,35330,35107,35205
0500000US19181,19181,"Warren County, Iowa",46225,46228,46341,46639,46892,47355,47828,48465,49353,50102,51056
0500000US19183,19183,"Washington County, Iowa",21704,21704,21691,21822,21905,21945,22032,22147,22137,22257,22141
0500000US19185,19185,"Wayne County, Iowa",6403,6403,6419,6337,6329,6385,6376,6358,6444,6486,6401
0500000US19187,19187,"Webster County, Iowa",38013,38013,37884,37746,37325,37333,37070,37048,36746,36643,36277
0500000US19189,19189,"Winnebago County, Iowa",10866,10874,10844,10694,10601,10429,10554,10597,10597,10588,10518
0500000US19191,19191,"Winneshiek County, Iowa",21056,21058,21075,21048,21039,20839,20694,20736,20413,20131,20029
0500000US19193,19193,"Woodbury County, Iowa",102172,102175,102388,102707,102318,102288,102309,102491,102600,102052,102539
0500000US19195,19195,"Worth County, Iowa",7598,7591,7583,7560,7496,7489,7557,7502,7470,7461,7453
0500000US19197,19197,"Wright County, Iowa",13229,13229,13185,13033,13019,12982,12905,12843,12835,12749,12690
0500000US20001,20001,"Allen County, Kansas",13371,13372,13363,13348,13305,13067,12890,12662,12634,12518,12444
0500000US20003,20003,"Anderson County, Kansas",8102,8102,8103,8059,7918,7853,7881,7817,7815,7860,7878
0500000US20005,20005,"Atchison County, Kansas",16924,16921,16857,16754,16775,16690,16524,16419,16376,16301,16193
0500000US20007,20007,"Barber County, Kansas",4861,4864,4852,4922,4868,4910,4882,4824,4673,4583,4472
0500000US20009,20009,"Barton County, Kansas",27674,27672,27674,27694,27526,27453,27345,27173,26896,26432,26111
0500000US20011,20011,"Bourbon County, Kansas",15173,15173,15136,14944,14878,14836,14798,14742,14642,14676,14653
0500000US20013,20013,"Brown County, Kansas",9984,9984,9968,9971,9864,9910,9781,9698,9633,9612,9598
0500000US20015,20015,"Butler County, Kansas",65880,65884,65904,65836,65673,65676,65867,66245,66628,66836,66765
0500000US20017,20017,"Chase County, Kansas",2790,2790,2783,2768,2742,2689,2653,2655,2631,2658,2629
0500000US20019,20019,"Chautauqua County, Kansas",3669,3669,3649,3608,3558,3528,3455,3386,3359,3328,3309
0500000US20021,20021,"Cherokee County, Kansas",21603,21607,21527,21357,21191,20898,20766,20527,20232,20114,20015
0500000US20023,20023,"Cheyenne County, Kansas",2726,2726,2714,2693,2667,2671,2686,2677,2674,2690,2660
0500000US20025,20025,"Clark County, Kansas",2215,2215,2199,2120,2165,2178,2114,2081,2064,1999,2005
0500000US20027,20027,"Clay County, Kansas",8535,8545,8550,8530,8506,8389,8302,8294,8101,8016,7997
0500000US20029,20029,"Cloud County, Kansas",9533,9533,9519,9420,9417,9356,9332,9200,9095,8944,8729
0500000US20031,20031,"Coffey County, Kansas",8601,8598,8585,8486,8468,8378,8395,8290,8333,8228,8233
0500000US20033,20033,"Comanche County, Kansas",1891,1891,1885,1882,1912,1926,1950,1827,1840,1767,1748
0500000US20035,20035,"Cowley County, Kansas",36311,36309,36312,36242,36263,36164,35889,35773,35717,35356,35218
0500000US20037,20037,"Crawford County, Kansas",39134,39135,39172,39197,39321,39246,39263,39151,39078,39031,39019
0500000US20039,20039,"Decatur County, Kansas",2961,2965,2957,2926,2883,2908,2897,2926,2832,2878,2871
0500000US20041,20041,"Dickinson County, Kansas",19754,19749,19773,19681,19703,19430,19303,19204,18955,18842,18717
0500000US20043,20043,"Doniphan County, Kansas",7945,7948,7960,7959,7890,7876,7839,7784,7712,7665,7682
0500000US20045,20045,"Douglas County, Kansas",110826,110826,111195,112462,113309,114711,116448,118222,119858,120629,121436
0500000US20047,20047,"Edwards County, Kansas",3037,3037,3054,3019,2965,2967,3025,2956,2901,2893,2849
0500000US20049,20049,"Elk County, Kansas",2882,2882,2867,2786,2661,2633,2695,2573,2510,2522,2508
0500000US20051,20051,"Ellis County, Kansas",28452,28452,28424,28762,29086,29030,28963,29002,28948,28769,28710
0500000US20053,20053,"Ellsworth County, Kansas",6497,6497,6516,6463,6464,6368,6349,6307,6304,6307,6196
0500000US20055,20055,"Finney County, Kansas",36776,36785,36953,37119,37126,37097,37148,37208,36963,36853,36611
0500000US20057,20057,"Ford County, Kansas",33848,33844,34009,34381,34679,34900,34958,34693,34594,34288,33888
0500000US20059,20059,"Franklin County, Kansas",25992,25996,25984,25850,25821,25730,25528,25469,25530,25657,25631
0500000US20061,20061,"Geary County, Kansas",34362,34354,35240,35290,37902,36802,36451,36660,35136,33633,32594
0500000US20063,20063,"Gove County, Kansas",2695,2701,2692,2725,2760,2794,2748,2698,2623,2630,2612
0500000US20065,20065,"Graham County, Kansas",2597,2588,2602,2635,2581,2588,2557,2597,2573,2505,2492
0500000US20067,20067,"Grant County, Kansas",7829,7824,7825,7898,7839,7853,7799,7737,7689,7518,7336
0500000US20069,20069,"Gray County, Kansas",6006,6001,6026,6086,5963,5980,6061,6077,6020,5996,6033
0500000US20071,20071,"Greeley County, Kansas",1247,1248,1258,1254,1267,1282,1301,1301,1277,1233,1227
0500000US20073,20073,"Greenwood County, Kansas",6689,6689,6680,6610,6426,6358,6288,6233,6109,6094,6055
0500000US20075,20075,"Hamilton County, Kansas",2690,2687,2707,2636,2651,2620,2659,2565,2629,2620,2607
0500000US20077,20077,"Harper County, Kansas",6034,6034,6007,5935,5859,5839,5827,5781,5669,5583,5506
0500000US20079,20079,"Harvey County, Kansas",34684,34684,34741,34686,34756,34720,34603,34811,34736,34413,34210
0500000US20081,20081,"Haskell County, Kansas",4256,4256,4273,4233,4214,4124,4099,4088,4022,4031,3997
0500000US20083,20083,"Hodgeman County, Kansas",1916,1918,1920,1957,1927,1924,1883,1860,1834,1849,1818
0500000US20085,20085,"Jackson County, Kansas",13462,13460,13462,13424,13401,13310,13437,13284,13269,13321,13280
0500000US20087,20087,"Jefferson County, Kansas",19126,19124,19138,18958,18878,18790,18822,18813,18842,18990,18975
0500000US20089,20089,"Jewell County, Kansas",3077,3073,3063,3090,3054,3060,3043,2962,2880,2855,2841
0500000US20091,20091,"Johnson County, Kansas",544179,544181,545665,552872,559451,566411,573043,579708,585921,591284,597555
0500000US20093,20093,"Kearny County, Kansas",3977,3982,4002,3958,3972,3912,3939,3936,3902,3940,3943
0500000US20095,20095,"Kingman County, Kansas",7858,7860,7857,7890,7825,7801,7683,7634,7412,7313,7310
0500000US20097,20097,"Kiowa County, Kansas",2553,2553,2569,2558,2512,2534,2532,2572,2510,2501,2516
0500000US20099,20099,"Labette County, Kansas",21607,21606,21534,21374,21163,20872,20774,20630,20313,20152,19964
0500000US20101,20101,"Lane County, Kansas",1750,1749,1736,1743,1683,1698,1666,1630,1593,1546,1560
0500000US20103,20103,"Leavenworth County, Kansas",76227,76211,76510,77052,77635,78069,78537,79099,80190,81032,81352
0500000US20105,20105,"Lincoln County, Kansas",3241,3241,3244,3233,3179,3160,3183,3144,3082,3051,3023
0500000US20107,20107,"Linn County, Kansas",9656,9656,9627,9612,9485,9544,9537,9582,9608,9696,9750
0500000US20109,20109,"Logan County, Kansas",2756,2759,2774,2766,2793,2775,2768,2786,2818,2834,2844
0500000US20111,20111,"Lyon County, Kansas",33690,33692,33649,33650,33557,33489,33154,33165,33425,33344,33406
0500000US20113,20113,"McPherson County, Kansas",29180,29181,29126,29149,29217,29412,28893,28634,28411,28673,28537
0500000US20115,20115,"Marion County, Kansas",12660,12660,12670,12544,12374,12203,12185,12047,12008,11972,11950
0500000US20117,20117,"Marshall County, Kansas",10117,10117,10111,9981,10024,9972,9943,9842,9783,9698,9722
0500000US20119,20119,"Meade County, Kansas",4575,4575,4596,4519,4378,4287,4358,4303,4238,4260,4146
0500000US20121,20121,"Miami County, Kansas",32787,32781,32882,32735,32667,32834,32868,32756,32916,33413,33680
0500000US20123,20123,"Mitchell County, Kansas",6373,6373,6336,6284,6301,6308,6246,6300,6224,6191,6150
0500000US20125,20125,"Montgomery County, Kansas",35471,35468,35353,34781,34475,34449,34095,33426,32820,32388,32120
0500000US20127,20127,"Morris County, Kansas",5923,5923,5918,5864,5848,5719,5664,5628,5552,5466,5521
0500000US20129,20129,"Morton County, Kansas",3233,3233,3240,3175,3127,3116,3040,2952,2787,2744,2667
0500000US20131,20131,"Nemaha County, Kansas",10178,10178,10161,10089,10069,10094,10087,10093,10088,10098,10155
0500000US20133,20133,"Neosho County, Kansas",16512,16511,16474,16445,16418,16382,16323,16261,16062,16028,15951
0500000US20135,20135,"Ness County, Kansas",3107,3107,3104,3117,3077,3087,3089,3015,2953,2878,2840
0500000US20137,20137,"Norton County, Kansas",5671,5669,5665,5655,5586,5614,5534,5538,5494,5436,5430
0500000US20139,20139,"Osage County, Kansas",16295,16294,16275,16341,16175,16079,15969,15863,15807,15830,15941
0500000US20141,20141,"Osborne County, Kansas",3858,3861,3850,3832,3809,3800,3752,3642,3592,3556,3475
0500000US20143,20143,"Ottawa County, Kansas",6091,6091,6096,6063,6028,6043,6029,5937,5908,5834,5802
0500000US20145,20145,"Pawnee County, Kansas",6973,6971,6980,6977,6862,6863,6822,6768,6717,6670,6562
0500000US20147,20147,"Phillips County, Kansas",5642,5642,5634,5542,5523,5562,5496,5421,5404,5400,5317
0500000US20149,20149,"Pottawatomie County, Kansas",21604,21608,21728,22024,22328,22573,22738,23126,23612,23972,24277
0500000US20151,20151,"Pratt County, Kansas",9656,9653,9641,9642,9758,9776,9767,9696,9554,9513,9378
0500000US20153,20153,"Rawlins County, Kansas",2519,2519,2496,2508,2509,2562,2543,2508,2500,2485,2508
0500000US20155,20155,"Reno County, Kansas",64511,64511,64548,64420,64199,64072,63699,63591,63184,62688,62342
0500000US20157,20157,"Republic County, Kansas",4980,4980,4938,4891,4825,4767,4741,4688,4660,4675,4664
0500000US20159,20159,"Rice County, Kansas",10083,10082,10114,10095,9987,9976,9968,9925,9788,9598,9531
0500000US20161,20161,"Riley County, Kansas",71115,71132,71553,73419,77499,76936,76485,77149,75163,73982,73703
0500000US20163,20163,"Rooks County, Kansas",5181,5181,5194,5199,5220,5194,5204,5182,5123,5067,5013
0500000US20165,20165,"Rush County, Kansas",3307,3307,3314,3211,3209,3178,3162,3100,3055,3065,3093
0500000US20167,20167,"Russell County, Kansas",6970,6965,6999,6984,6987,6974,7004,7040,7004,6929,6907
0500000US20169,20169,"Saline County, Kansas",55606,55609,55783,55778,55836,55762,55524,55453,54977,54529,54401
0500000US20171,20171,"Scott County, Kansas",4936,4936,4960,4892,4856,4909,4969,4952,4983,4943,4897
0500000US20173,20173,"Sedgwick County, Kansas",498365,498358,499127,500984,504135,506518,509072,511164,513188,513289,513607
0500000US20175,20175,"Seward County, Kansas",22952,22950,22974,23140,23368,23335,23335,23270,22878,22199,21780
0500000US20177,20177,"Shawnee County, Kansas",177934,177934,178350,178928,178965,178657,178586,178736,178426,178173,177499
0500000US20179,20179,"Sheridan County, Kansas",2556,2544,2530,2501,2491,2500,2502,2476,2487,2531,2533
0500000US20181,20181,"Sherman County, Kansas",6010,6010,6018,6053,6120,6090,6067,5963,5954,5948,5899
0500000US20183,20183,"Smith County, Kansas",3853,3853,3860,3791,3753,3699,3729,3689,3656,3636,3603
0500000US20185,20185,"Stafford County, Kansas",4437,4439,4429,4380,4349,4340,4282,4216,4186,4207,4178
0500000US20187,20187,"Stanton County, Kansas",2235,2236,2245,2211,2153,2176,2139,2069,2089,2029,1987
0500000US20189,20189,"Stevens County, Kansas",5724,5726,5752,5630,5739,5810,5842,5795,5661,5573,5559
0500000US20191,20191,"Sumner County, Kansas",24132,24137,24117,23783,23630,23533,23379,23403,23165,23098,22996
0500000US20193,20193,"Thomas County, Kansas",7900,7902,7930,7939,7931,7933,7836,7896,7847,7830,7711
0500000US20195,20195,"Trego County, Kansas",3001,3006,3006,2953,2941,2945,2895,2906,2849,2848,2793
0500000US20197,20197,"Wabaunsee County, Kansas",7053,7055,7049,7037,6994,7025,6938,6884,6881,6839,6899
0500000US20199,20199,"Wallace County, Kansas",1485,1485,1480,1525,1523,1560,1501,1505,1502,1526,1503
0500000US20201,20201,"Washington County, Kansas",5799,5794,5784,5818,5726,5625,5610,5568,5563,5466,5420
0500000US20203,20203,"Wichita County, Kansas",2234,2234,2238,2258,2226,2190,2185,2164,2130,2130,2105
